nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt	sshPrnamt	sshPrnamtType	investmentDiscretion	otherManager	votingAuthority	Sole	Shared	None
MDU RES GROUP INC	COM	552690109	1107		43092	SH	SOLE	30		43092	0	0
MDU RES GROUP INC	COM	552690109	107		4172	SH	SOLE	31		4172	0	0
MDU RES GROUP INC	COM	552690109	3487		135746	SH	SOLE	36		135746	0	0
MDU RES GROUP INC	COM	552690109	524		20378	SH	SOLE	40		20378	0	0
MECHEL PAO	SPONSORED ADR NE	583840608	57		17899	SH	SOLE	4		17899	0	0
MECHEL PAO	SPONSORED ADR NE	583840608	3983		1260348	SH	SOLE	21		1260348	0	0
MECHEL PAO	SPONSORED ADR NE	583840608	1386		438490	SH	SOLE	22		438490	0	0
MECHEL PAO	SPONSORED ADR NE	583840608	201		63477	SH	SOLE	30		63477	0	0
MEDEQUITIES RLTY TR INC	COM	58409L306	320		32928	SH	SOLE	2		1155	0	31773
MEDEQUITIES RLTY TR INC	COM	58409L306	6		591	SH	SOLE	7		591	0	0
MEDEQUITIES RLTY TR INC	COM	58409L306	968		99608	SH	SOLE	18		99608	0	0
MEDEQUITIES RLTY TR INC	COM	58409L306	223		22968	SH	SOLE	19		22968	0	0
MEDEQUITIES RLTY TR INC	COM	58409L306	10200		1049424	SH	SOLE	21		1049424	0	0
MEDEQUITIES RLTY TR INC	COM	58409L306	4994		513752	SH	SOLE	22		499789	0	13963
MEDEQUITIES RLTY TR INC	COM	58409L306	22		2238	SH	SOLE	23		2238	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	13105		878943	SH	SOLE	2		191714	0	687229
MEDICAL PPTYS TRUST INC	COM	58463J304	1532		102719	SH	SOLE	4		102719	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	9153		613878	SH	SOLE	7		613878	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	222		14910	SH	SOLE	15		14910	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	16872		1131599	SH	SOLE	18		1131599	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	8440		566070	SH	SOLE	19		566070	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	293993		19717862	SH	SOLE	21		19717862	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	236017		15829469	SH	SOLE	22		15088162	0	741307
MEDICAL PPTYS TRUST INC	COM	58463J304	359		24088	SH	SOLE	23		24088	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	10304		691052	SH	SOLE	25		691052	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	3263		218862	SH	SOLE	26		65540	0	153322
MEDICAL PPTYS TRUST INC	COM	58463J304	790		53006	SH	SOLE	28		53006	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	2248		150766	SH	SOLE	29		127580	0	23186
MEDICAL PPTYS TRUST INC	COM	58463J304	26704		1791021	SH	SOLE	30		1791021	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	121		8148	SH	SOLE	31		8148	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	118		7893	SH	SOLE	36		7893	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	599		40157	SH	SOLE	40		40157	0	0
MEDICAL TRANSCRIPTION BLG CO	COM	58464J105	6		1108	SH	SOLE	18		1108	0	0
MEDICAL TRANSCRIPTION BLG CO	COM	58464J105	80		15331	SH	SOLE	21		15331	0	0
MEDICINES CO	COM	584688105	1672		55887	SH	SOLE	2		2656	0	53231
MEDICINES CO	COM	584688105	12		407	SH	SOLE	4		407	0	0
MEDICINES CO	COM	584688105	44		1475	SH	SOLE	7		1475	0	0
MEDICINES CO	COM	584688105	9682		323688	SH	SOLE	18		323688	0	0
MEDICINES CO	COM	584688105	12810		428274	SH	SOLE	19		428274	0	0
MEDICINES CO	COM	584688105	811		27100	SH	SOLE	20		27100	0	0
MEDICINES CO	COM	584688105	242631		8112032	SH	SOLE	21		8112032	0	0
MEDICINES CO	COM	584688105	56807		1899268	SH	SOLE	22		1807835	0	91433
MEDICINES CO	COM	584688105	694		23192	SH	SOLE	26		17021	0	6171
MEDICINES CO	COM	584688105	288		9621	SH	SOLE	28		9621	0	0
MEDICINES CO	COM	584688105	4464		149263	SH	SOLE	30		149263	0	0
MEDICINES CO	COM	584688105	208		6943	SH	SOLE	40		6943	0	0
MEDICINES CO	NOTE 2.500% 1/1	584688AE5	876		815000	PRN	SOLE	21		815000	0	0
MEDICINES CO	NOTE 2.750% 7/1	584688AG0	467		515000	PRN	SOLE	21		515000	0	0
MEDICINOVA INC	COM NEW	58468P206	398		31883	SH	SOLE	2		1587	0	30296
MEDICINOVA INC	COM NEW	58468P206	10		828	SH	SOLE	7		828	0	0
MEDICINOVA INC	COM NEW	58468P206	1608		128775	SH	SOLE	18		128775	0	0
MEDICINOVA INC	COM NEW	58468P206	613		49116	SH	SOLE	19		49116	0	0
MEDICINOVA INC	COM NEW	58468P206	17811		1426058	SH	SOLE	21		1426058	0	0
MEDICINOVA INC	COM NEW	58468P206	9633		771231	SH	SOLE	22		744557	0	26674
MEDICINOVA INC	COM NEW	58468P206	11		902	SH	SOLE	23		902	0	0
MEDIDATA SOLUTIONS INC	COM	58471A105	5556		75794	SH	SOLE	2		31536	0	44258
MEDIDATA SOLUTIONS INC	COM	58471A105	18		250	SH	SOLE	4		250	0	0
MEDIDATA SOLUTIONS INC	COM	58471A105	93		1264	SH	SOLE	7		1264	0	0
MEDIDATA SOLUTIONS INC	COM	58471A105	24732		337365	SH	SOLE	18		337365	0	0
MEDIDATA SOLUTIONS INC	COM	58471A105	8594		117230	SH	SOLE	19		117230	0	0
MEDIDATA SOLUTIONS INC	COM	58471A105	305635		4169081	SH	SOLE	21		4169081	0	0
MEDIDATA SOLUTIONS INC	COM	58471A105	146803		2002499	SH	SOLE	22		1925256	0	77243
MEDIDATA SOLUTIONS INC	COM	58471A105	1141		15561	SH	SOLE	23		15561	0	0
MEDIDATA SOLUTIONS INC	COM	58471A105	3360		45833	SH	SOLE	26		12448	0	33385
MEDIDATA SOLUTIONS INC	COM	58471A105	593		8088	SH	SOLE	28		8088	0	0
MEDIDATA SOLUTIONS INC	COM	58471A105	550		7498	SH	SOLE	29		0	0	7498
MEDIDATA SOLUTIONS INC	COM	58471A105	989		13486	SH	SOLE	30		13486	0	0
MEDIDATA SOLUTIONS INC	COM	58471A105	432		5889	SH	SOLE	40		5889	0	0
MEDIFAST INC	COM	58470H101	2098		9471	SH	SOLE	2		437	0	9034
MEDIFAST INC	COM	58470H101	14		61	SH	SOLE	4		61	0	0
MEDIFAST INC	COM	58470H101	56		252	SH	SOLE	7		252	0	0
MEDIFAST INC	COM	58470H101	12017		54241	SH	SOLE	18		54241	0	0
MEDIFAST INC	COM	58470H101	2368		10689	SH	SOLE	19		10689	0	0
MEDIFAST INC	COM	58470H101	278814		1258470	SH	SOLE	21		1258470	0	0
MEDIFAST INC	COM	58470H101	72969		329356	SH	SOLE	22		315062	0	14294
MEDIFAST INC	COM	58470H101	75		340	SH	SOLE	23		340	0	0
MEDIFAST INC	COM	58470H101	299		1350	SH	SOLE	26		0	0	1350
MEDIFAST INC	COM	58470H101	345		1557	SH	SOLE	28		1557	0	0
MEDIFAST INC	COM	58470H101	5738		25898	SH	SOLE	30		25898	0	0
MEDIFAST INC	COM	58470H101	179		809	SH	SOLE	40		809	0	0
MEDLEY CAP CORP	COM	58503F106	1010		264349	SH	SOLE	30		264349	0	0
MEDLEY MGMT INC	CL A COM	58503T106	74		14164	SH	SOLE	18		14164	0	0
MEDLEY MGMT INC	CL A COM	58503T106	92		17546	SH	SOLE	21		17546	0	0
MEDNAX INC	COM	58502B106	10677		228825	SH	SOLE	2		55172	0	173653
MEDNAX INC	COM	58502B106	20		435	SH	SOLE	4		435	0	0
MEDNAX INC	COM	58502B106	138		2958	SH	SOLE	7		2958	0	0
MEDNAX INC	COM	58502B106	13536		290104	SH	SOLE	18		290104	0	0
MEDNAX INC	COM	58502B106	770		16501	SH	SOLE	19		16501	0	0
MEDNAX INC	COM	58502B106	215966		4628503	SH	SOLE	21		4628503	0	0
MEDNAX INC	COM	58502B106	143557		3076664	SH	SOLE	22		2885029	0	191635
MEDNAX INC	COM	58502B106	24		515	SH	SOLE	23		515	0	0
MEDNAX INC	COM	58502B106	1518		32530	SH	SOLE	26		19800	0	12730
MEDNAX INC	COM	58502B106	605		12957	SH	SOLE	28		12957	0	0
MEDNAX INC	COM	58502B106	1208		25883	SH	SOLE	29		0	0	25883
MEDNAX INC	COM	58502B106	1017		21798	SH	SOLE	30		21798	0	0
MEDNAX INC	COM	58502B106	94		2019	SH	SOLE	31		2019	0	0
MEDNAX INC	COM	58502B106	119		2556	SH	SOLE	36		2556	0	0
MEDNAX INC	COM	58502B106	471		10103	SH	SOLE	40		10103	0	0
MEDPACE HLDGS INC	COM	58506Q109	1442		24064	SH	SOLE	2		7465	0	16599
MEDPACE HLDGS INC	COM	58506Q109	33		548	SH	SOLE	7		548	0	0
MEDPACE HLDGS INC	COM	58506Q109	5059		84435	SH	SOLE	18		84435	0	0
MEDPACE HLDGS INC	COM	58506Q109	5925		98896	SH	SOLE	19		98896	0	0
MEDPACE HLDGS INC	COM	58506Q109	67643		1129069	SH	SOLE	21		1129069	0	0
MEDPACE HLDGS INC	COM	58506Q109	48251		805396	SH	SOLE	22		765321	0	40075
MEDPACE HLDGS INC	COM	58506Q109	1406		23473	SH	SOLE	23		23473	0	0
MEDPACE HLDGS INC	COM	58506Q109	2533		42287	SH	SOLE	26		0	0	42287
MEDPACE HLDGS INC	COM	58506Q109	457		7625	SH	SOLE	29		0	0	7625
MEDPACE HLDGS INC	COM	58506Q109	416		6944	SH	SOLE	30		6944	0	0
MEDPACE HLDGS INC	COM	58506Q109	3380		56417	SH	SOLE	34		56417	0	0
MEDPACE HLDGS INC	COM	58506Q109	174		2909	SH	SOLE	40		2909	0	0
MEDTRONIC PLC	SHS	G5960L103	378902		3851806	SH	SOLE	2		1020277	0	2831529
MEDTRONIC PLC	SHS	G5960L103	43669		443930	SH	SOLE	4		408198	0	35732
MEDTRONIC PLC	SHS	G5960L103	121413		1234249	SH	SOLE	7		1066056	0	168193
MEDTRONIC PLC	SHS	G5960L103	2704		27492	SH	SOLE	13		27492	0	0
MEDTRONIC PLC	SHS	G5960L103	1089		11067	SH	SOLE	15		11067	0	0
MEDTRONIC PLC	SHS	G5960L103	24		248	SH	SOLE	17		0	0	248
MEDTRONIC PLC	SHS	G5960L103	478171		4860943	SH	SOLE	18		4611823	0	249120
MEDTRONIC PLC	SHS	G5960L103	829477		8432214	SH	SOLE	19		8432214	0	0
MEDTRONIC PLC	SHS	G5960L103	52762		536360	SH	SOLE	20		0	0	536360
MEDTRONIC PLC	SHS	G5960L103	2670043		27142862	SH	SOLE	21		27142862	0	0
MEDTRONIC PLC	SHS	G5960L103	3267479		33216216	SH	SOLE	22		29295495	0	3920721
MEDTRONIC PLC	SHS	G5960L103	170480		1733046	SH	SOLE	23		1733046	0	0
MEDTRONIC PLC	SHS	G5960L103	141414		1437569	SH	SOLE	25		1437569	0	0
MEDTRONIC PLC	SHS	G5960L103	473194		4810344	SH	SOLE	26		1082459	0	3727885
MEDTRONIC PLC	SHS	G5960L103	25521		259435	SH	SOLE	28		196303	0	63132
MEDTRONIC PLC	SHS	G5960L103	20553		208933	SH	SOLE	29		46535	0	162398
MEDTRONIC PLC	SHS	G5960L103	498813		5070788	SH	SOLE	30		5070788	0	0
MEDTRONIC PLC	SHS	G5960L103	50809		516505	SH	SOLE	31		260267	0	256238
MEDTRONIC PLC	SHS	G5960L103	236146		2400589	SH	SOLE	34		2400589	0	0
MEDTRONIC PLC	SHS	G5960L103	117609		1195582	SH	SOLE	36		1195582	0	0
MEDTRONIC PLC	SHS	G5960L103	1535		15604	SH	SOLE	37		15604	0	0
MEDTRONIC PLC	SHS	G5960L103	2691		27359	SH	SOLE	40		27359	0	0
MEET GROUP INC	COM	58513U101	346		69852	SH	SOLE	2		2635	0	67217
MEET GROUP INC	COM	58513U101	7		1394	SH	SOLE	7		1394	0	0
MEET GROUP INC	COM	58513U101	1177		237781	SH	SOLE	18		237781	0	0
MEET GROUP INC	COM	58513U101	337		68018	SH	SOLE	19		68018	0	0
MEET GROUP INC	COM	58513U101	12120		2448503	SH	SOLE	21		2448503	0	0
MEET GROUP INC	COM	58513U101	10609		2143255	SH	SOLE	22		2100026	0	43229
MEET GROUP INC	COM	58513U101	16		3166	SH	SOLE	26		0	0	3166
MEI PHARMA INC	COM NEW	55279B202	28		6446	SH	SOLE	18		6446	0	0
MEI PHARMA INC	COM NEW	55279B202	474		109873	SH	SOLE	21		109873	0	0
MEI PHARMA INC	COM NEW	55279B202	1672		387993	SH	SOLE	22		387993	0	0
MEIRAGTX HOLDINGS PLC	COM	G59665102	31		2276	SH	SOLE	2		0	0	2276
MEIRAGTX HOLDINGS PLC	COM	G59665102	46		3352	SH	SOLE	18		3352	0	0
MEIRAGTX HOLDINGS PLC	COM	G59665102	1693		124499	SH	SOLE	21		124499	0	0
MEIRAGTX HOLDINGS PLC	COM	G59665102	198		14572	SH	SOLE	22		14572	0	0
MELCO RESORT ENTERTAINMENT L	ADR	585464100	2875		135936	SH	SOLE	2		104568	0	31368
MELCO RESORT ENTERTAINMENT L	ADR	585464100	7853		371307	SH	SOLE	4		364764	0	6543
MELCO RESORT ENTERTAINMENT L	ADR	585464100	2761		130549	SH	SOLE	7		130549	0	0
MELCO RESORT ENTERTAINMENT L	ADR	585464100	4297		203174	SH	SOLE	13		203174	0	0
MELCO RESORT ENTERTAINMENT L	ADR	585464100	20295		959553	SH	SOLE	15		888811	0	70742
MELCO RESORT ENTERTAINMENT L	ADR	585464100	5026		237631	SH	SOLE	18		237631	0	0
MELCO RESORT ENTERTAINMENT L	ADR	585464100	9191		434574	SH	SOLE	19		434574	0	0
MELCO RESORT ENTERTAINMENT L	ADR	585464100	94386		4462696	SH	SOLE	21		4462696	0	0
MELCO RESORT ENTERTAINMENT L	ADR	585464100	76136		3599805	SH	SOLE	22		3258581	0	341224
MELCO RESORT ENTERTAINMENT L	ADR	585464100	7325		346318	SH	SOLE	23		346318	0	0
MELCO RESORT ENTERTAINMENT L	ADR	585464100	15181		717755	SH	SOLE	25		717755	0	0
MELCO RESORT ENTERTAINMENT L	ADR	585464100	23256		1099573	SH	SOLE	26		625838	0	473735
MELCO RESORT ENTERTAINMENT L	ADR	585464100	1014		47947	SH	SOLE	28		35755	0	12192
MELCO RESORT ENTERTAINMENT L	ADR	585464100	1856		87737	SH	SOLE	29		0	0	87737
MELCO RESORT ENTERTAINMENT L	ADR	585464100	17078		807477	SH	SOLE	30		807477	0	0
MELCO RESORT ENTERTAINMENT L	ADR	585464100	940		44429	SH	SOLE	31		4306	0	40123
MELCO RESORT ENTERTAINMENT L	ADR	585464100	171770		8121502	SH	SOLE	34		8121502	0	0
MELCO RESORT ENTERTAINMENT L	ADR	585464100	1375		65007	SH	SOLE	36		65007	0	0
MELCO RESORT ENTERTAINMENT L	ADR	585464100	104		4935	SH	SOLE	40		4935	0	0
MELINTA THERAPEUTICS INC	COM	58549G100	114		28867	SH	SOLE	2		551	0	28316
MELINTA THERAPEUTICS INC	COM	58549G100	1		326	SH	SOLE	7		326	0	0
MELINTA THERAPEUTICS INC	COM	58549G100	366		92679	SH	SOLE	18		92679	0	0
MELINTA THERAPEUTICS INC	COM	58549G100	121		30518	SH	SOLE	19		30518	0	0
MELINTA THERAPEUTICS INC	COM	58549G100	4686		1186306	SH	SOLE	21		1186306	0	0
MELINTA THERAPEUTICS INC	COM	58549G100	4293		1086818	SH	SOLE	22		1077816	0	9002
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	37		506	SH	SOLE	4		506	0	0
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	1107		15070	SH	SOLE	18		15070	0	0
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	13242		180283	SH	SOLE	21		180283	0	0
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	11681		159035	SH	SOLE	22		122130	0	36905
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	20		279	SH	SOLE	23		279	0	0
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	988		13456	SH	SOLE	26		9993	0	3463
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	466		6341	SH	SOLE	28		6341	0	0
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	1302		17720	SH	SOLE	29		0	0	17720
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	795		10817	SH	SOLE	30		10817	0	0
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	561		7637	SH	SOLE	34		7637	0	0
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	414		5630	SH	SOLE	40		5630	0	0
MELROSE BANCORP INC	COM	585553100	7		355	SH	SOLE	18		355	0	0
MELROSE BANCORP INC	COM	585553100	12		628	SH	SOLE	21		628	0	0
MENLO THERAPEUTICS INC	COM	586858102	74		7500	SH	SOLE	2		265	0	7235
MENLO THERAPEUTICS INC	COM	586858102	248		25143	SH	SOLE	18		25143	0	0
MENLO THERAPEUTICS INC	COM	586858102	81		8242	SH	SOLE	19		8242	0	0
MENLO THERAPEUTICS INC	COM	586858102	2571		261036	SH	SOLE	21		261036	0	0
MENLO THERAPEUTICS INC	COM	586858102	2227		226114	SH	SOLE	22		224738	0	1376
MERCADOLIBRE INC	COM	58733R102	16220		47641	SH	SOLE	2		453	0	47188
MERCADOLIBRE INC	COM	58733R102	4924		14461	SH	SOLE	4		13356	0	1105
MERCADOLIBRE INC	COM	58733R102	1104		3244	SH	SOLE	7		3244	0	0
MERCADOLIBRE INC	COM	58733R102	140		410	SH	SOLE	15		410	0	0
MERCADOLIBRE INC	COM	58733R102	140863		413732	SH	SOLE	18		299964	0	113768
MERCADOLIBRE INC	COM	58733R102	160224		470596	SH	SOLE	19		470596	0	0
MERCADOLIBRE INC	COM	58733R102	52968		155572	SH	SOLE	21		155572	0	0
MERCADOLIBRE INC	COM	58733R102	44822		131648	SH	SOLE	22		107491	0	24157
MERCADOLIBRE INC	COM	58733R102	19369		56890	SH	SOLE	23		56890	0	0
MERCADOLIBRE INC	COM	58733R102	12112		35573	SH	SOLE	25		35573	0	0
MERCADOLIBRE INC	COM	58733R102	39142		114965	SH	SOLE	26		38386	0	76579
MERCADOLIBRE INC	COM	58733R102	2781		8169	SH	SOLE	28		6243	0	1926
MERCADOLIBRE INC	COM	58733R102	3335		9794	SH	SOLE	29		1445	0	8349
MERCADOLIBRE INC	COM	58733R102	28756		84461	SH	SOLE	30		84461	0	0
MERCADOLIBRE INC	COM	58733R102	5729		16828	SH	SOLE	31		6845	0	9983
MERCADOLIBRE INC	COM	58733R102	2553		7498	SH	SOLE	32		7498	0	0
MERCADOLIBRE INC	COM	58733R102	20626		60581	SH	SOLE	34		60581	0	0
MERCADOLIBRE INC	COM	58733R102	10769		31630	SH	SOLE	36		31630	0	0
MERCADOLIBRE INC	COM	58733R102	287		843	SH	SOLE	40		843	0	0
MERCADOLIBRE INC	NOTE 2.250% 7/0	58733RAB8	1362		505000	PRN	SOLE	21		505000	0	0
MERCANTILE BANK CORP	COM	587376104	597		17902	SH	SOLE	2		2973	0	14929
MERCANTILE BANK CORP	COM	587376104	16		474	SH	SOLE	7		474	0	0
MERCANTILE BANK CORP	COM	587376104	1927		57733	SH	SOLE	18		57733	0	0
MERCANTILE BANK CORP	COM	587376104	2031		60871	SH	SOLE	19		60871	0	0
MERCANTILE BANK CORP	COM	587376104	19719		590912	SH	SOLE	21		590912	0	0
MERCANTILE BANK CORP	COM	587376104	12105		362760	SH	SOLE	22		340318	0	22442
MERCANTILE BANK CORP	COM	587376104	280		8377	SH	SOLE	23		8377	0	0
MERCANTILE BANK CORP	COM	587376104	924		27690	SH	SOLE	26		0	0	27690
MERCANTILE BANK CORP	COM	587376104	18		553	SH	SOLE	29		0	0	553
MERCANTILE BANK CORP	COM	587376104	172		5143	SH	SOLE	30		5143	0	0
MERCANTILE BANK CORP	COM	587376104	131		3938	SH	SOLE	34		3938	0	0
MERCER INTL INC	COM	588056101	773		46018	SH	SOLE	21		46018	0	0
MERCER INTL INC	COM	588056101	12956		771179	SH	SOLE	22		753448	0	17731
MERCER INTL INC	COM	588056101	264		15741	SH	SOLE	26		0	0	15741
MERCER INTL INC	COM	588056101	115		6842	SH	SOLE	28		6842	0	0
MERCER INTL INC	COM	588056101	171		10185	SH	SOLE	30		10185	0	0
MERCER INTL INC	COM	588056101	166		9853	SH	SOLE	40		9853	0	0
MERCHANTS BANCORP IND	COM	58844R108	394		15497	SH	SOLE	2		605	0	14892
MERCHANTS BANCORP IND	COM	58844R108	8		326	SH	SOLE	7		326	0	0
MERCHANTS BANCORP IND	COM	58844R108	1425		56046	SH	SOLE	18		56046	0	0
MERCHANTS BANCORP IND	COM	58844R108	377		14847	SH	SOLE	19		14847	0	0
MERCHANTS BANCORP IND	COM	58844R108	14381		565718	SH	SOLE	21		565718	0	0
MERCHANTS BANCORP IND	COM	58844R108	4187		164732	SH	SOLE	22		153645	0	11087
MERCHANTS BANCORP IND	COM	58844R108	64		2516	SH	SOLE	30		2516	0	0
MERCK  CO INC	COM	58933Y105	531936		7498398	SH	SOLE	2		1933366	0	5565032
MERCK  CO INC	COM	58933Y105	63913		900951	SH	SOLE	4		830188	0	70763
MERCK  CO INC	COM	58933Y105	158860		2239351	SH	SOLE	7		2113386	0	125965
MERCK  CO INC	COM	58933Y105	11307		159395	SH	SOLE	13		159395	0	0
MERCK  CO INC	COM	58933Y105	1578		22243	SH	SOLE	15		22243	0	0
MERCK  CO INC	COM	58933Y105	534920		7540462	SH	SOLE	18		7062352	0	478110
MERCK  CO INC	COM	58933Y105	728446		10268485	SH	SOLE	19		10268485	0	0
MERCK  CO INC	COM	58933Y105	83518		1177302	SH	SOLE	20		97778	0	1079524
MERCK  CO INC	COM	58933Y105	3893156		54879565	SH	SOLE	21		54879565	0	0
MERCK  CO INC	COM	58933Y105	4713602		66444905	SH	SOLE	22		58732005	0	7712900
MERCK  CO INC	COM	58933Y105	246727		3477974	SH	SOLE	23		3477974	0	0
MERCK  CO INC	COM	58933Y105	184934		2606901	SH	SOLE	25		2606901	0	0
MERCK  CO INC	COM	58933Y105	691750		9751197	SH	SOLE	26		2091769	0	7659428
MERCK  CO INC	COM	58933Y105	36665		516852	SH	SOLE	28		390923	0	125929
MERCK  CO INC	COM	58933Y105	35751		503965	SH	SOLE	29		103290	0	400675
MERCK  CO INC	COM	58933Y105	693810		9780237	SH	SOLE	30		9780237	0	0
MERCK  CO INC	COM	58933Y105	73593		1037392	SH	SOLE	31		523910	0	513482
MERCK  CO INC	COM	58933Y105	16901		238239	SH	SOLE	32		238239	0	0
MERCK  CO INC	COM	58933Y105	180806		2548717	SH	SOLE	34		2548717	0	0
MERCK  CO INC	COM	58933Y105	11828		166729	SH	SOLE	35		166729	0	0
MERCK  CO INC	COM	58933Y105	174528		2460220	SH	SOLE	36		2460220	0	0
MERCK  CO INC	COM	58933Y105	3870		54551	SH	SOLE	40		54551	0	0
MERCURY GENL CORP NEW	COM	589400100	4041		80556	SH	SOLE	2		19111	0	61445
MERCURY GENL CORP NEW	COM	589400100	6		111	SH	SOLE	4		111	0	0
MERCURY GENL CORP NEW	COM	589400100	3912		77994	SH	SOLE	7		77994	0	0
MERCURY GENL CORP NEW	COM	589400100	4205		83828	SH	SOLE	18		83828	0	0
MERCURY GENL CORP NEW	COM	589400100	243		4839	SH	SOLE	19		4839	0	0
MERCURY GENL CORP NEW	COM	589400100	65950		1314797	SH	SOLE	21		1314797	0	0
MERCURY GENL CORP NEW	COM	589400100	43777		872755	SH	SOLE	22		810817	0	61938
MERCURY GENL CORP NEW	COM	589400100	811		16172	SH	SOLE	26		9279	0	6893
MERCURY GENL CORP NEW	COM	589400100	180		3581	SH	SOLE	28		3581	0	0
MERCURY GENL CORP NEW	COM	589400100	989		19713	SH	SOLE	29		0	0	19713
MERCURY GENL CORP NEW	COM	589400100	311		6199	SH	SOLE	30		6199	0	0
MERCURY GENL CORP NEW	COM	589400100	30		606	SH	SOLE	31		606	0	0
MERCURY GENL CORP NEW	COM	589400100	41		818	SH	SOLE	36		818	0	0
MERCURY GENL CORP NEW	COM	589400100	133		2648	SH	SOLE	40		2648	0	0
MERCURY SYS INC	COM	589378108	2190		39595	SH	SOLE	2		1754	0	37841
MERCURY SYS INC	COM	589378108	11		199	SH	SOLE	4		199	0	0
MERCURY SYS INC	COM	589378108	53		960	SH	SOLE	7		960	0	0
MERCURY SYS INC	COM	589378108	11397		206015	SH	SOLE	18		206015	0	0
MERCURY SYS INC	COM	589378108	2371		42858	SH	SOLE	19		42858	0	0
MERCURY SYS INC	COM	589378108	361441		6533649	SH	SOLE	21		6533649	0	0
MERCURY SYS INC	COM	589378108	74775		1351683	SH	SOLE	22		1288702	0	62981
MERCURY SYS INC	COM	589378108	1368		24737	SH	SOLE	26		15496	0	9241
MERCURY SYS INC	COM	589378108	369		6674	SH	SOLE	28		6674	0	0
MERCURY SYS INC	COM	589378108	6021		108833	SH	SOLE	30		108833	0	0
MERCURY SYS INC	COM	589378108	242		4370	SH	SOLE	40		4370	0	0
MEREDITH CORP	COM	589433101	2853		55877	SH	SOLE	2		17782	0	38095
MEREDITH CORP	COM	589433101	12		230	SH	SOLE	4		230	0	0
MEREDITH CORP	COM	589433101	6409		125538	SH	SOLE	7		125538	0	0
MEREDITH CORP	COM	589433101	12685		248491	SH	SOLE	18		248491	0	0
MEREDITH CORP	COM	589433101	1848		36207	SH	SOLE	19		36207	0	0
MEREDITH CORP	COM	589433101	185020		3624284	SH	SOLE	21		3624284	0	0
MEREDITH CORP	COM	589433101	68323		1338351	SH	SOLE	22		1282616	0	55735
MEREDITH CORP	COM	589433101	790		15483	SH	SOLE	26		9647	0	5836
MEREDITH CORP	COM	589433101	278		5441	SH	SOLE	28		5441	0	0
MEREDITH CORP	COM	589433101	474		9282	SH	SOLE	30		9282	0	0
MEREDITH CORP	COM	589433101	866		16954	SH	SOLE	32		16954	0	0
MEREDITH CORP	COM	589433101	35		693	SH	SOLE	36		693	0	0
MEREDITH CORP	COM	589433101	202		3956	SH	SOLE	40		3956	0	0
MERIDIAN BANCORP INC MD	COM	58958U103	944		55552	SH	SOLE	2		13335	0	42217
MERIDIAN BANCORP INC MD	COM	58958U103	17		1013	SH	SOLE	7		1013	0	0
MERIDIAN BANCORP INC MD	COM	58958U103	2890		169992	SH	SOLE	18		169992	0	0
MERIDIAN BANCORP INC MD	COM	58958U103	2762		162455	SH	SOLE	19		162455	0	0
MERIDIAN BANCORP INC MD	COM	58958U103	29477		1733928	SH	SOLE	21		1733928	0	0
MERIDIAN BANCORP INC MD	COM	58958U103	24534		1443175	SH	SOLE	22		1383364	0	59811
MERIDIAN BANCORP INC MD	COM	58958U103	534		31386	SH	SOLE	23		31386	0	0
MERIDIAN BANCORP INC MD	COM	58958U103	2201		129493	SH	SOLE	26		0	0	129493
MERIDIAN BANCORP INC MD	COM	58958U103	121		7093	SH	SOLE	28		7093	0	0
MERIDIAN BANCORP INC MD	COM	58958U103	63		3735	SH	SOLE	29		0	0	3735
MERIDIAN BANCORP INC MD	COM	58958U103	203		11954	SH	SOLE	30		11954	0	0
MERIDIAN BANCORP INC MD	COM	58958U103	61		3606	SH	SOLE	40		3606	0	0
MERIDIAN BIOSCIENCE INC	COM	589584101	515		34584	SH	SOLE	2		1541	0	33043
MERIDIAN BIOSCIENCE INC	COM	589584101	5		318	SH	SOLE	4		318	0	0
MERIDIAN BIOSCIENCE INC	COM	589584101	12		807	SH	SOLE	7		807	0	0
