nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt	sshPrnamt	sshPrnamtType	investmentDiscretion	otherManager	votingAuthority	Sole	Shared	None
RESMED INC	COM	761152107	79807		700857	SH	SOLE	19		700857	0	0
RESMED INC	COM	761152107	488172		4287098	SH	SOLE	21		4287098	0	0
RESMED INC	COM	761152107	405815		3563844	SH	SOLE	22		3204815	0	359029
RESMED INC	COM	761152107	11284		99095	SH	SOLE	23		99095	0	0
RESMED INC	COM	761152107	15461		135776	SH	SOLE	25		135776	0	0
RESMED INC	COM	761152107	75489		662940	SH	SOLE	26		168860	0	494080
RESMED INC	COM	761152107	3106		27273	SH	SOLE	28		20073	0	7200
RESMED INC	COM	761152107	3847		33782	SH	SOLE	29		4623	0	29159
RESMED INC	COM	761152107	69088		606723	SH	SOLE	30		606723	0	0
RESMED INC	COM	761152107	6063		53247	SH	SOLE	31		29774	0	23473
RESMED INC	COM	761152107	44504		390830	SH	SOLE	34		390830	0	0
RESMED INC	COM	761152107	11522		101183	SH	SOLE	36		101183	0	0
RESMED INC	COM	761152107	407		3578	SH	SOLE	40		3578	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	692		23880	SH	SOLE	2		795	0	23085
RESOLUTE ENERGY CORP	COM NEW	76116A306	12		406	SH	SOLE	7		406	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	2148		74112	SH	SOLE	18		74112	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	948		32706	SH	SOLE	19		32706	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	21592		745053	SH	SOLE	21		745053	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	19246		664126	SH	SOLE	22		638647	0	25479
RESOLUTE ENERGY CORP	COM NEW	76116A306	35		1213	SH	SOLE	26		0	0	1213
RESOLUTE ENERGY CORP	COM NEW	76116A306	76		2634	SH	SOLE	28		2634	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	128		4420	SH	SOLE	30		4420	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	81		2787	SH	SOLE	40		2787	0	0
RESOLUTE FST PRODS INC	COM	76117W109	4		500	SH	SOLE	4		500	0	0
RESOLUTE FST PRODS INC	COM	76117W109	787		99194	SH	SOLE	21		99194	0	0
RESOLUTE FST PRODS INC	COM	76117W109	12659		1596387	SH	SOLE	22		1565090	0	31297
RESOLUTE FST PRODS INC	COM	76117W109	218		27506	SH	SOLE	26		0	0	27506
RESOLUTE FST PRODS INC	COM	76117W109	68		8562	SH	SOLE	28		8562	0	0
RESOLUTE FST PRODS INC	COM	76117W109	125		15741	SH	SOLE	30		15741	0	0
RESOLUTE FST PRODS INC	COM	76117W109	54		6792	SH	SOLE	40		6792	0	0
RESONANT INC	COM	76118L102	6		4349	SH	SOLE	18		4349	0	0
RESONANT INC	COM	76118L102	79		59599	SH	SOLE	21		59599	0	0
RESOURCES CONNECTION INC	COM	76122Q105	404		28427	SH	SOLE	2		1126	0	27301
RESOURCES CONNECTION INC	COM	76122Q105	5		336	SH	SOLE	4		336	0	0
RESOURCES CONNECTION INC	COM	76122Q105	10		705	SH	SOLE	7		705	0	0
RESOURCES CONNECTION INC	COM	76122Q105	2235		157417	SH	SOLE	18		157417	0	0
RESOURCES CONNECTION INC	COM	76122Q105	634		44645	SH	SOLE	19		44645	0	0
RESOURCES CONNECTION INC	COM	76122Q105	46890		3302108	SH	SOLE	21		3302108	0	0
RESOURCES CONNECTION INC	COM	76122Q105	14761		1039489	SH	SOLE	22		995977	0	43512
RESOURCES CONNECTION INC	COM	76122Q105	119		8365	SH	SOLE	26		0	0	8365
RESOURCES CONNECTION INC	COM	76122Q105	75		5294	SH	SOLE	28		5294	0	0
RESOURCES CONNECTION INC	COM	76122Q105	853		60063	SH	SOLE	30		60063	0	0
RESTAURANT BRANDS INTL INC	COM	76131D103	10		199	SH	SOLE	17		0	0	199
RESTORATION HARDWARE HLDGS I	DBCV 7/1	761283AC4	1218		1050000	PRN	SOLE	21		1050000	0	0
RESTORATION HARDWARE HLDGS I	NOTE 6/1	761283AD2	1014		910000	PRN	SOLE	21		910000	0	0
RESTORATION ROBOTICS INC	COM	76133C103	2		3799	SH	SOLE	18		3799	0	0
RESTORATION ROBOTICS INC	COM	76133C103	24		55725	SH	SOLE	21		55725	0	0
RESTORBIO INC	COM	76133L103	51		5913	SH	SOLE	2		0	0	5913
RESTORBIO INC	COM	76133L103	239		27713	SH	SOLE	18		27713	0	0
RESTORBIO INC	COM	76133L103	93		10766	SH	SOLE	19		10766	0	0
RESTORBIO INC	COM	76133L103	4919		570601	SH	SOLE	21		570601	0	0
RESTORBIO INC	COM	76133L103	1611		186905	SH	SOLE	22		182840	0	4065
RESTORBIO INC	COM	76133L103	7		785	SH	SOLE	30		785	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	1854		116743	SH	SOLE	2		3890	0	112853
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	1248		78616	SH	SOLE	4		78616	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	2849		179385	SH	SOLE	7		179385	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	68		4305	SH	SOLE	15		4305	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	5		309	SH	SOLE	17		0	0	309
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	9348		588640	SH	SOLE	18		588640	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	5617		353734	SH	SOLE	19		353734	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	197510		12437653	SH	SOLE	21		12437653	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	79896		5031207	SH	SOLE	22		4889478	0	141729
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	61		3838	SH	SOLE	23		3838	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	3791		238720	SH	SOLE	25		238720	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	1073		67571	SH	SOLE	26		26183	0	41388
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	241		15181	SH	SOLE	28		15181	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	637		40113	SH	SOLE	29		40113	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	11634		732610	SH	SOLE	30		732610	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	160		10077	SH	SOLE	40		10077	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	5256		484426	SH	SOLE	2		51520	0	432906
RETAIL PPTYS AMER INC	CL A	76131V202	1580		145597	SH	SOLE	4		145597	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	3874		357096	SH	SOLE	7		357096	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	94		8659	SH	SOLE	15		8659	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	0		15	SH	SOLE	17		0	0	15
RETAIL PPTYS AMER INC	CL A	76131V202	1165		107337	SH	SOLE	18		107337	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	4369		402628	SH	SOLE	19		402628	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	42094		3879645	SH	SOLE	21		3879645	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	102403		9438023	SH	SOLE	22		8977826	0	460197
RETAIL PPTYS AMER INC	CL A	76131V202	79		7303	SH	SOLE	23		7303	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	4998		460632	SH	SOLE	25		460632	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	1462		134738	SH	SOLE	26		46989	0	87749
RETAIL PPTYS AMER INC	CL A	76131V202	304		28050	SH	SOLE	28		28050	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	888		81867	SH	SOLE	29		81867	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	11349		1045960	SH	SOLE	30		1045960	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	51		4685	SH	SOLE	31		4685	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	81		7460	SH	SOLE	36		7460	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	244		22507	SH	SOLE	40		22507	0	0
RETAIL VALUE INC	COM	76133Q102	869		33947	SH	SOLE	2		3100	0	30847
RETAIL VALUE INC	COM	76133Q102	300		11720	SH	SOLE	4		11720	0	0
RETAIL VALUE INC	COM	76133Q102	666		26036	SH	SOLE	7		26036	0	0
RETAIL VALUE INC	COM	76133Q102	17		670	SH	SOLE	15		670	0	0
RETAIL VALUE INC	COM	76133Q102	201		7857	SH	SOLE	18		7857	0	0
RETAIL VALUE INC	COM	76133Q102	901		35222	SH	SOLE	19		35222	0	0
RETAIL VALUE INC	COM	76133Q102	5150		201259	SH	SOLE	21		201259	0	0
RETAIL VALUE INC	COM	76133Q102	16209		633402	SH	SOLE	22		602032	0	31370
RETAIL VALUE INC	COM	76133Q102	13		507	SH	SOLE	23		507	0	0
RETAIL VALUE INC	COM	76133Q102	216		8457	SH	SOLE	26		2094	0	6363
RETAIL VALUE INC	COM	76133Q102	59		2287	SH	SOLE	28		2287	0	0
RETAIL VALUE INC	COM	76133Q102	143		5572	SH	SOLE	29		5572	0	0
RETAIL VALUE INC	COM	76133Q102	9		346	SH	SOLE	31		346	0	0
RETAIL VALUE INC	COM	76133Q102	14		565	SH	SOLE	36		565	0	0
RETAIL VALUE INC	COM	76133Q102	39		1514	SH	SOLE	40		1514	0	0
RETRACTABLE TECHNOLOGIES INC	COM	76129W105	4		6133	SH	SOLE	21		6133	0	0
RETRACTABLE TECHNOLOGIES INC	COM	76129W105	16		26069	SH	SOLE	22		26069	0	0
RETROPHIN INC	COM	761299106	909		40148	SH	SOLE	2		8901	0	31247
RETROPHIN INC	COM	761299106	4		184	SH	SOLE	4		184	0	0
RETROPHIN INC	COM	761299106	18		776	SH	SOLE	7		776	0	0
RETROPHIN INC	COM	761299106	6		250	SH	SOLE	17		0	0	250
RETROPHIN INC	COM	761299106	3120		137853	SH	SOLE	18		137853	0	0
RETROPHIN INC	COM	761299106	2982		131766	SH	SOLE	19		131766	0	0
RETROPHIN INC	COM	761299106	41237		1822227	SH	SOLE	21		1822227	0	0
RETROPHIN INC	COM	761299106	31972		1412811	SH	SOLE	22		1365273	0	47538
RETROPHIN INC	COM	761299106	827		36523	SH	SOLE	23		36523	0	0
RETROPHIN INC	COM	761299106	564		24922	SH	SOLE	26		0	0	24922
RETROPHIN INC	COM	761299106	106		4693	SH	SOLE	28		4693	0	0
RETROPHIN INC	COM	761299106	97		4282	SH	SOLE	29		0	0	4282
RETROPHIN INC	COM	761299106	239		10577	SH	SOLE	30		10577	0	0
RETROPHIN INC	COM	761299106	9		389	SH	SOLE	34		389	0	0
RETROPHIN INC	COM	761299106	62		2732	SH	SOLE	40		2732	0	0
RETROPHIN INC	NOTE 2.500% 9/1	761299AB2	605		675000	PRN	SOLE	21		675000	0	0
REV GROUP INC	COM	749527107	214		28446	SH	SOLE	2		1127	0	27319
REV GROUP INC	COM	749527107	6		805	SH	SOLE	7		805	0	0
REV GROUP INC	COM	749527107	714		95136	SH	SOLE	18		95136	0	0
REV GROUP INC	COM	749527107	325		43230	SH	SOLE	19		43230	0	0
REV GROUP INC	COM	749527107	7213		960415	SH	SOLE	21		960415	0	0
REV GROUP INC	COM	749527107	5924		788821	SH	SOLE	22		755986	0	32835
REV GROUP INC	COM	749527107	96		12723	SH	SOLE	26		0	0	12723
REV GROUP INC	COM	749527107	53		7105	SH	SOLE	30		7105	0	0
REV GROUP INC	COM	749527107	42		5646	SH	SOLE	40		5646	0	0
REVANCE THERAPEUTICS INC	COM	761330109	713		35421	SH	SOLE	2		10120	0	25301
REVANCE THERAPEUTICS INC	COM	761330109	13		648	SH	SOLE	7		648	0	0
REVANCE THERAPEUTICS INC	COM	761330109	2179		108233	SH	SOLE	18		108233	0	0
REVANCE THERAPEUTICS INC	COM	761330109	3235		160697	SH	SOLE	19		160697	0	0
REVANCE THERAPEUTICS INC	COM	761330109	33139		1646248	SH	SOLE	21		1646248	0	0
REVANCE THERAPEUTICS INC	COM	761330109	23199		1152465	SH	SOLE	22		1037830	0	114635
REVANCE THERAPEUTICS INC	COM	761330109	660		32764	SH	SOLE	23		32764	0	0
REVANCE THERAPEUTICS INC	COM	761330109	978		48582	SH	SOLE	26		0	0	48582
REVANCE THERAPEUTICS INC	COM	761330109	93		4628	SH	SOLE	28		4628	0	0
REVANCE THERAPEUTICS INC	COM	761330109	93		4628	SH	SOLE	29		0	0	4628
REVANCE THERAPEUTICS INC	COM	761330109	175		8717	SH	SOLE	30		8717	0	0
REVANCE THERAPEUTICS INC	COM	761330109	72		3569	SH	SOLE	40		3569	0	0
REVEN HSG REIT INC	COM NEW	761378207	2		477	SH	SOLE	18		477	0	0
REVLON INC	CL A NEW	761525609	175		6946	SH	SOLE	2		325	0	6621
REVLON INC	CL A NEW	761525609	7		264	SH	SOLE	7		264	0	0
REVLON INC	CL A NEW	761525609	655		25999	SH	SOLE	18		25999	0	0
REVLON INC	CL A NEW	761525609	300		11906	SH	SOLE	19		11906	0	0
REVLON INC	CL A NEW	761525609	6686		265404	SH	SOLE	21		265404	0	0
REVLON INC	CL A NEW	761525609	6338		251601	SH	SOLE	22		244674	0	6927
REVOLUTION LIGHTING TECHNOLO	COM NEW	76155G206	1		2157	SH	SOLE	18		2157	0	0
REVOLUTION LIGHTING TECHNOLO	COM NEW	76155G206	17		42422	SH	SOLE	21		42422	0	0
REWALK ROBOTICS LTD	SHS	M8216Q101	1		5027	SH	SOLE	18		5027	0	0
REWALK ROBOTICS LTD	SHS	M8216Q101	12		70585	SH	SOLE	21		70585	0	0
REX AMERICAN RESOURCES CORP	COM	761624105	507		7440	SH	SOLE	2		1324	0	6116
REX AMERICAN RESOURCES CORP	COM	761624105	10		152	SH	SOLE	7		152	0	0
REX AMERICAN RESOURCES CORP	COM	761624105	2054		30162	SH	SOLE	18		30162	0	0
REX AMERICAN RESOURCES CORP	COM	761624105	988		14512	SH	SOLE	19		14512	0	0
REX AMERICAN RESOURCES CORP	COM	761624105	42832		628866	SH	SOLE	21		628866	0	0
REX AMERICAN RESOURCES CORP	COM	761624105	11923		175053	SH	SOLE	22		165867	0	9186
REX AMERICAN RESOURCES CORP	COM	761624105	761		11171	SH	SOLE	23		11171	0	0
REX AMERICAN RESOURCES CORP	COM	761624105	368		5397	SH	SOLE	26		0	0	5397
REX AMERICAN RESOURCES CORP	COM	761624105	62		907	SH	SOLE	28		907	0	0
REX AMERICAN RESOURCES CORP	COM	761624105	88		1287	SH	SOLE	29		0	0	1287
REX AMERICAN RESOURCES CORP	COM	761624105	793		11650	SH	SOLE	30		11650	0	0
REX AMERICAN RESOURCES CORP	COM	761624105	58		852	SH	SOLE	40		852	0	0
REXAHN PHARMACEUTICALS INC	COM NEW	761640200	7		7506	SH	SOLE	18		7506	0	0
REXAHN PHARMACEUTICALS INC	COM NEW	761640200	100		107467	SH	SOLE	21		107467	0	0
REXAHN PHARMACEUTICALS INC	COM NEW	761640200	87		93205	SH	SOLE	22		93205	0	0
REXFORD INDL RLTY INC	COM	76169C100	9993		339076	SH	SOLE	2		6843	0	332233
REXFORD INDL RLTY INC	COM	76169C100	6765		229559	SH	SOLE	4		229559	0	0
REXFORD INDL RLTY INC	COM	76169C100	4442		150734	SH	SOLE	7		150734	0	0
REXFORD INDL RLTY INC	COM	76169C100	108		3654	SH	SOLE	15		3654	0	0
REXFORD INDL RLTY INC	COM	76169C100	17360		589061	SH	SOLE	18		589061	0	0
REXFORD INDL RLTY INC	COM	76169C100	10842		367895	SH	SOLE	19		367895	0	0
REXFORD INDL RLTY INC	COM	76169C100	100816		3420986	SH	SOLE	21		3420986	0	0
REXFORD INDL RLTY INC	COM	76169C100	129543		4395773	SH	SOLE	22		4126383	0	269390
REXFORD INDL RLTY INC	COM	76169C100	3443		116832	SH	SOLE	23		116832	0	0
REXFORD INDL RLTY INC	COM	76169C100	5471		185653	SH	SOLE	25		185653	0	0
REXFORD INDL RLTY INC	COM	76169C100	2812		95413	SH	SOLE	26		8463	0	86950
REXFORD INDL RLTY INC	COM	76169C100	1643		55737	SH	SOLE	28		55737	0	0
REXFORD INDL RLTY INC	COM	76169C100	1460		49541	SH	SOLE	29		32938	0	16603
REXFORD INDL RLTY INC	COM	76169C100	12922		438495	SH	SOLE	30		438495	0	0
REXFORD INDL RLTY INC	COM	76169C100	3824		129748	SH	SOLE	34		129748	0	0
REXFORD INDL RLTY INC	COM	76169C100	328		11120	SH	SOLE	40		11120	0	0
REXNORD CORP NEW	COM	76169B102	2846		124010	SH	SOLE	2		21086	0	102924
REXNORD CORP NEW	COM	76169B102	8		332	SH	SOLE	4		332	0	0
REXNORD CORP NEW	COM	76169B102	75		3287	SH	SOLE	7		3287	0	0
REXNORD CORP NEW	COM	76169B102	8174		356155	SH	SOLE	18		356155	0	0
REXNORD CORP NEW	COM	76169B102	8646		376725	SH	SOLE	19		376725	0	0
REXNORD CORP NEW	COM	76169B102	80598		3511897	SH	SOLE	21		3511897	0	0
REXNORD CORP NEW	COM	76169B102	74803		3259370	SH	SOLE	22		3124810	0	134560
REXNORD CORP NEW	COM	76169B102	1226		53437	SH	SOLE	23		53437	0	0
REXNORD CORP NEW	COM	76169B102	2577		112300	SH	SOLE	26		26208	0	86092
REXNORD CORP NEW	COM	76169B102	297		12936	SH	SOLE	28		12936	0	0
REXNORD CORP NEW	COM	76169B102	237		10330	SH	SOLE	29		0	0	10330
REXNORD CORP NEW	COM	76169B102	616		26825	SH	SOLE	30		26825	0	0
REXNORD CORP NEW	COM	76169B102	91		3977	SH	SOLE	36		3977	0	0
REXNORD CORP NEW	COM	76169B102	257		11181	SH	SOLE	40		11181	0	0
RF INDS LTD	COM PAR $0.01	749552105	10		1416	SH	SOLE	18		1416	0	0
RF INDS LTD	COM PAR $0.01	749552105	181		24896	SH	SOLE	21		24896	0	0
RF INDS LTD	COM PAR $0.01	749552105	965		132955	SH	SOLE	22		132955	0	0
RGC RES INC	COM	74955L103	215		7183	SH	SOLE	2		278	0	6905
RGC RES INC	COM	74955L103	6		214	SH	SOLE	7		214	0	0
RGC RES INC	COM	74955L103	774		25843	SH	SOLE	18		25843	0	0
RGC RES INC	COM	74955L103	305		10175	SH	SOLE	19		10175	0	0
RGC RES INC	COM	74955L103	7803		260455	SH	SOLE	21		260455	0	0
RGC RES INC	COM	74955L103	1922		64160	SH	SOLE	22		59567	0	4593
RH	COM	74967X103	1900		15861	SH	SOLE	2		690	0	15171
RH	COM	74967X103	11		91	SH	SOLE	4		91	0	0
RH	COM	74967X103	41		339	SH	SOLE	7		339	0	0
RH	COM	74967X103	11729		97892	SH	SOLE	18		97892	0	0
RH	COM	74967X103	4437		37028	SH	SOLE	19		37028	0	0
RH	COM	74967X103	240173		2004447	SH	SOLE	21		2004447	0	0
RH	COM	74967X103	67146		560393	SH	SOLE	22		533750	0	26643
RH	COM	74967X103	542		4524	SH	SOLE	23		4524	0	0
RH	COM	74967X103	1345		11222	SH	SOLE	26		8743	0	2479
RH	COM	74967X103	316		2634	SH	SOLE	28		2634	0	0
RH	COM	74967X103	79		659	SH	SOLE	29		0	0	659
RH	COM	74967X103	4497		37528	SH	SOLE	30		37528	0	0
RH	COM	74967X103	240		2002	SH	SOLE	40		2002	0	0
RHYTHM PHARMACEUTICALS INC	COM	76243J105	323		12002	SH	SOLE	2		454	0	11548
RHYTHM PHARMACEUTICALS INC	COM	76243J105	7		263	SH	SOLE	7		263	0	0
RHYTHM PHARMACEUTICALS INC	COM	76243J105	1404		52223	SH	SOLE	18		52223	0	0
RHYTHM PHARMACEUTICALS INC	COM	76243J105	1268		47171	SH	SOLE	19		47171	0	0
RHYTHM PHARMACEUTICALS INC	COM	76243J105	24511		911884	SH	SOLE	21		911884	0	0
RHYTHM PHARMACEUTICALS INC	COM	76243J105	14066		523306	SH	SOLE	22		504822	0	18484
RHYTHM PHARMACEUTICALS INC	COM	76243J105	26		974	SH	SOLE	23		974	0	0
RHYTHM PHARMACEUTICALS INC	COM	76243J105	12		454	SH	SOLE	26		0	0	454
RHYTHM PHARMACEUTICALS INC	COM	76243J105	173		6429	SH	SOLE	30		6429	0	0
RIBBON COMMUNICATIONS INC	COM	762544104	270		56100	SH	SOLE	2		6390	0	49710
RIBBON COMMUNICATIONS INC	COM	762544104	1		264	SH	SOLE	4		264	0	0
RIBBON COMMUNICATIONS INC	COM	762544104	5		1124	SH	SOLE	7		1124	0	0
RIBBON COMMUNICATIONS INC	COM	762544104	925		191969	SH	SOLE	18		191969	0	0
RIBBON COMMUNICATIONS INC	COM	762544104	502		104165	SH	SOLE	19		104165	0	0
RIBBON COMMUNICATIONS INC	COM	762544104	9337		1937070	SH	SOLE	21		1937070	0	0
RIBBON COMMUNICATIONS INC	COM	762544104	8151		1691076	SH	SOLE	22		1628808	0	62268
RIBBON COMMUNICATIONS INC	COM	762544104	48		10016	SH	SOLE	23		10016	0	0
RIBBON COMMUNICATIONS INC	COM	762544104	150		31115	SH	SOLE	26		8851	0	22264
RIBBON COMMUNICATIONS INC	COM	762544104	32		6558	SH	SOLE	28		6558	0	0
RIBBON COMMUNICATIONS INC	COM	762544104	53		11050	SH	SOLE	30		11050	0	0
RIBBON COMMUNICATIONS INC	COM	762544104	24		4894	SH	SOLE	40		4894	0	0
RICEBRAN TECHNOLOGIES	COM NEW	762831204	9		2948	SH	SOLE	18		2948	0	0
RICEBRAN TECHNOLOGIES	COM NEW	762831204	139		46295	SH	SOLE	21		46295	0	0
RICEBRAN TECHNOLOGIES	COM NEW	762831204	29		9536	SH	SOLE	22		9536	0	0
RICHARDSON ELECTRS LTD	COM	763165107	18		2049	SH	SOLE	18		2049	0	0
RICHARDSON ELECTRS LTD	COM	763165107	296		34014	SH	SOLE	21		34014	0	0
RICHARDSON ELECTRS LTD	COM	763165107	2470		284218	SH	SOLE	22		284218	0	0
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	318		138075	SH	SOLE	2		10580	0	127495
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	9		4101	SH	SOLE	7		4101	0	0
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	1344		584177	SH	SOLE	18		584177	0	0
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	1053		457931	SH	SOLE	19		457931	0	0
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	17737		7711611	SH	SOLE	21		7711611	0	0
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	10750		4673889	SH	SOLE	22		4465284	0	208605
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	10		4542	SH	SOLE	23		4542	0	0
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	185		80374	SH	SOLE	26		0	0	80374
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	91		39445	SH	SOLE	30		39445	0	0
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	70		30315	SH	SOLE	40		30315	0	0
RIGNET INC	COM	766582100	212		16755	SH	SOLE	2		429	0	16326
RIGNET INC	COM	766582100	3		264	SH	SOLE	7		264	0	0
RIGNET INC	COM	766582100	621		49134	SH	SOLE	18		49134	0	0
RIGNET INC	COM	766582100	246		19465	SH	SOLE	19		19465	0	0
RIGNET INC	COM	766582100	6620		523756	SH	SOLE	21		523756	0	0
RIGNET INC	COM	766582100	4608		364534	SH	SOLE	22		354703	0	9831
RIMINI STR INC DEL	COM	76674Q107	35		6811	SH	SOLE	2		0	0	6811
RIMINI STR INC DEL	COM	76674Q107	151		29356	SH	SOLE	18		29356	0	0
RIMINI STR INC DEL	COM	76674Q107	92		17948	SH	SOLE	19		17948	0	0
RIMINI STR INC DEL	COM	76674Q107	1814		352281	SH	SOLE	21		352281	0	0
RIMINI STR INC DEL	COM	76674Q107	319		62035	SH	SOLE	22		59290	0	2745
RING ENERGY INC	COM	76680V108	281		55308	SH	SOLE	2		2143	0	53165
RING ENERGY INC	COM	76680V108	8		1494	SH	SOLE	7		1494	0	0
RING ENERGY INC	COM	76680V108	1470		289465	SH	SOLE	18		289465	0	0
RING ENERGY INC	COM	76680V108	421		82944	SH	SOLE	19		82944	0	0
RING ENERGY INC	COM	76680V108	31818		6263311	SH	SOLE	21		6263311	0	0
RING ENERGY INC	COM	76680V108	8169		1608108	SH	SOLE	22		1529706	0	78402
RING ENERGY INC	COM	76680V108	120		23622	SH	SOLE	26		0	0	23622
RING ENERGY INC	COM	76680V108	41		7996	SH	SOLE	28		7996	0	0
RING ENERGY INC	COM	76680V108	604		118813	SH	SOLE	30		118813	0	0
RING ENERGY INC	COM	76680V108	40		7893	SH	SOLE	40		7893	0	0
RINGCENTRAL INC	CL A	76680R206	10738		130256	SH	SOLE	2		13371	0	116885
RINGCENTRAL INC	CL A	76680R206	92		1114	SH	SOLE	4		1114	0	0
RINGCENTRAL INC	CL A	76680R206	104		1260	SH	SOLE	7		1260	0	0
RINGCENTRAL INC	CL A	76680R206	3355		40696	SH	SOLE	18		40696	0	0
RINGCENTRAL INC	CL A	76680R206	21924		265941	SH	SOLE	19		265941	0	0
RINGCENTRAL INC	CL A	76680R206	83941		1018208	SH	SOLE	21		1018208	0	0
RINGCENTRAL INC	CL A	76680R206	164178		1991488	SH	SOLE	22		1864357	0	127131
RINGCENTRAL INC	CL A	76680R206	2724		33045	SH	SOLE	23		33045	0	0
RINGCENTRAL INC	CL A	76680R206	6258		75906	SH	SOLE	26		17129	0	58777
RINGCENTRAL INC	CL A	76680R206	754		9142	SH	SOLE	28		9142	0	0
RINGCENTRAL INC	CL A	76680R206	902		10937	SH	SOLE	29		0	0	10937
RINGCENTRAL INC	CL A	76680R206	1400		16982	SH	SOLE	30		16982	0	0
RINGCENTRAL INC	CL A	76680R206	116		1409	SH	SOLE	31		1409	0	0
RINGCENTRAL INC	CL A	76680R206	10776		130713	SH	SOLE	34		130713	0	0
RINGCENTRAL INC	CL A	76680R206	532		6455	SH	SOLE	40		6455	0	0
RIO TINTO PLC	SPONSORED ADR	767204100	5343		110208	SH	SOLE	7		110208	0	0
RIO TINTO PLC	SPONSORED ADR	767204100	2344		48354	SH	SOLE	18		1210	0	47144
RIO TINTO PLC	SPONSORED ADR	767204100	23641		487652	SH	SOLE	19		487652	0	0
RIO TINTO PLC	SPONSORED ADR	767204100	3159		65164	SH	SOLE	21		65164	0	0
RIO TINTO PLC	SPONSORED ADR	767204100	674		13894	SH	SOLE	25		0	0	13894
RIO TINTO PLC	SPONSORED ADR	767204100	5862		120920	SH	SOLE	34		120920	0	0
RIO TINTO PLC	SPONSORED ADR	767204100	510		10513	SH	SOLE	36		10513	0	0
RIOT BLOCKCHAIN INC	COM	767292105	4		2396	SH	SOLE	18		2396	0	0
RIOT BLOCKCHAIN INC	COM	767292105	59		39087	SH	SOLE	21		39087	0	0
RIOT BLOCKCHAIN INC	COM	767292105	497		329220	SH	SOLE	22		329220	0	0
RISE ED CAYMAN LTD	SPONSORED ADR	76761L102	23		2898	SH	SOLE	21		2898	0	0
RISE ED CAYMAN LTD	SPONSORED ADR	76761L102	452		56776	SH	SOLE	22		56776	0	0
RISE ED CAYMAN LTD	SPONSORED ADR	76761L102	67		8454	SH	SOLE	30		8454	0	0
RITCHIE BROS AUCTIONEERS	COM	767744105	9		260	SH	SOLE	18		260	0	0
RITE AID CORP	COM	767754104	768		1084913	SH	SOLE	2		34880	0	1050033
RITE AID CORP	COM	767754104	4		5054	SH	SOLE	4		5054	0	0
RITE AID CORP	COM	767754104	79		111757	SH	SOLE	7		111757	0	0
RITE AID CORP	COM	767754104	0		250	SH	SOLE	17		0	0	250
RITE AID CORP	COM	767754104	2492		3517881	SH	SOLE	18		3517881	0	0
