nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt	sshPrnamt	sshPrnamtType	investmentDiscretion	otherManager	votingAuthority	Sole	Shared	None
ELANCO ANIMAL HEALTH INC	COM	28414H103	25035		793992	SH	SOLE	21		793992	0	0
ELANCO ANIMAL HEALTH INC	COM	28414H103	33984		1077835	SH	SOLE	22		975269	0	102566
ELANCO ANIMAL HEALTH INC	COM	28414H103	200		6335	SH	SOLE	23		6335	0	0
ELANCO ANIMAL HEALTH INC	COM	28414H103	8		242	SH	SOLE	30		242	0	0
ELANCO ANIMAL HEALTH INC	COM	28414H103	47		1488	SH	SOLE	31		1488	0	0
ELANCO ANIMAL HEALTH INC	COM	28414H103	4332		137385	SH	SOLE	34		137385	0	0
ELASTIC N V	ORD SHS	N14506104	1023		14315	SH	SOLE	2		539	0	13776
ELASTIC N V	ORD SHS	N14506104	10		137	SH	SOLE	7		137	0	0
ELASTIC N V	ORD SHS	N14506104	261		3656	SH	SOLE	18		3656	0	0
ELASTIC N V	ORD SHS	N14506104	5089		71198	SH	SOLE	19		71198	0	0
ELASTIC N V	ORD SHS	N14506104	6096		85282	SH	SOLE	21		85282	0	0
ELASTIC N V	ORD SHS	N14506104	13023		182184	SH	SOLE	22		170396	0	11788
ELASTIC N V	ORD SHS	N14506104	12		166	SH	SOLE	31		166	0	0
ELASTIC N V	ORD SHS	N14506104	4548		63630	SH	SOLE	34		63630	0	0
ELDORADO GOLD CORP NEW	COM	284902509	2989		1037752	SH	SOLE	34		1037752	0	0
ELDORADO RESORTS INC	COM	28470R102	2912		80426	SH	SOLE	2		30297	0	50129
ELDORADO RESORTS INC	COM	28470R102	11		298	SH	SOLE	4		298	0	0
ELDORADO RESORTS INC	COM	28470R102	41		1127	SH	SOLE	7		1127	0	0
ELDORADO RESORTS INC	COM	28470R102	13410		370343	SH	SOLE	18		370343	0	0
ELDORADO RESORTS INC	COM	28470R102	4964		137081	SH	SOLE	19		137081	0	0
ELDORADO RESORTS INC	COM	28470R102	166815		4606870	SH	SOLE	21		4606870	0	0
ELDORADO RESORTS INC	COM	28470R102	79210		2187511	SH	SOLE	22		2113957	0	73554
ELDORADO RESORTS INC	COM	28470R102	315		8704	SH	SOLE	23		8704	0	0
ELDORADO RESORTS INC	COM	28470R102	1120		30936	SH	SOLE	26		8393	0	22543
ELDORADO RESORTS INC	COM	28470R102	267		7380	SH	SOLE	28		7380	0	0
ELDORADO RESORTS INC	COM	28470R102	431		11897	SH	SOLE	30		11897	0	0
ELDORADO RESORTS INC	COM	28470R102	171		4709	SH	SOLE	40		4709	0	0
ELECTRO SCIENTIFIC INDS	COM	285229100	980		32697	SH	SOLE	2		1132	0	31565
ELECTRO SCIENTIFIC INDS	COM	285229100	20		682	SH	SOLE	7		682	0	0
ELECTRO SCIENTIFIC INDS	COM	285229100	5261		175600	SH	SOLE	18		175600	0	0
ELECTRO SCIENTIFIC INDS	COM	285229100	1429		47692	SH	SOLE	19		47692	0	0
ELECTRO SCIENTIFIC INDS	COM	285229100	108230		3612477	SH	SOLE	21		3612477	0	0
ELECTRO SCIENTIFIC INDS	COM	285229100	28428		948852	SH	SOLE	22		907917	0	40935
ELECTRO SCIENTIFIC INDS	COM	285229100	66		2205	SH	SOLE	26		0	0	2205
ELECTRO SCIENTIFIC INDS	COM	285229100	133		4437	SH	SOLE	28		4437	0	0
ELECTRO SCIENTIFIC INDS	COM	285229100	1980		66099	SH	SOLE	30		66099	0	0
ELECTRO SCIENTIFIC INDS	COM	285229100	93		3117	SH	SOLE	40		3117	0	0
ELECTRO-SENSORS INC	COM	285233102	1		222	SH	SOLE	21		222	0	0
ELECTROCORE INC	COM	28531P103	25		3982	SH	SOLE	2		0	0	3982
ELECTROCORE INC	COM	28531P103	106		16861	SH	SOLE	18		16861	0	0
ELECTROCORE INC	COM	28531P103	48		7733	SH	SOLE	19		7733	0	0
ELECTROCORE INC	COM	28531P103	1337		213546	SH	SOLE	21		213546	0	0
ELECTROCORE INC	COM	28531P103	242		38691	SH	SOLE	22		38691	0	0
ELECTROMED INC	COM	285409108	7		1345	SH	SOLE	18		1345	0	0
ELECTROMED INC	COM	285409108	119		23412	SH	SOLE	21		23412	0	0
ELECTROMED INC	COM	285409108	2		319	SH	SOLE	22		319	0	0
ELECTRONIC ARTS INC	COM	285512109	69684		883084	SH	SOLE	2		65648	0	817436
ELECTRONIC ARTS INC	COM	285512109	8150		103281	SH	SOLE	4		95187	0	8094
ELECTRONIC ARTS INC	COM	285512109	19080		241800	SH	SOLE	7		237339	0	4461
ELECTRONIC ARTS INC	COM	285512109	1823		23100	SH	SOLE	13		23100	0	0
ELECTRONIC ARTS INC	COM	285512109	245		3102	SH	SOLE	15		3102	0	0
ELECTRONIC ARTS INC	COM	285512109	172595		2187238	SH	SOLE	18		1705850	0	481388
ELECTRONIC ARTS INC	COM	285512109	128749		1631598	SH	SOLE	19		1631598	0	0
ELECTRONIC ARTS INC	COM	285512109	447264		5668025	SH	SOLE	21		5668025	0	0
ELECTRONIC ARTS INC	COM	285512109	614583		7788405	SH	SOLE	22		6996228	0	792177
ELECTRONIC ARTS INC	COM	285512109	17233		218382	SH	SOLE	23		218382	0	0
ELECTRONIC ARTS INC	COM	285512109	21690		274867	SH	SOLE	25		274867	0	0
ELECTRONIC ARTS INC	COM	285512109	86893		1101170	SH	SOLE	26		322133	0	779037
ELECTRONIC ARTS INC	COM	285512109	4608		58393	SH	SOLE	28		42630	0	15763
ELECTRONIC ARTS INC	COM	285512109	5727		72577	SH	SOLE	29		11012	0	61565
ELECTRONIC ARTS INC	COM	285512109	84978		1076894	SH	SOLE	30		1076894	0	0
ELECTRONIC ARTS INC	COM	285512109	8063		102176	SH	SOLE	31		67245	0	34931
ELECTRONIC ARTS INC	COM	285512109	3382		42862	SH	SOLE	32		42862	0	0
ELECTRONIC ARTS INC	COM	285512109	7114		90153	SH	SOLE	34		90153	0	0
ELECTRONIC ARTS INC	COM	285512109	19132		242452	SH	SOLE	36		242452	0	0
ELECTRONIC ARTS INC	COM	285512109	577		7306	SH	SOLE	40		7306	0	0
ELECTRONICS FOR IMAGING INC	COM	286082102	1115		44954	SH	SOLE	2		1512	0	43442
ELECTRONICS FOR IMAGING INC	COM	286082102	5		210	SH	SOLE	4		210	0	0
ELECTRONICS FOR IMAGING INC	COM	286082102	24		966	SH	SOLE	7		966	0	0
ELECTRONICS FOR IMAGING INC	COM	286082102	5641		227462	SH	SOLE	18		227462	0	0
ELECTRONICS FOR IMAGING INC	COM	286082102	1614		65096	SH	SOLE	19		65096	0	0
ELECTRONICS FOR IMAGING INC	COM	286082102	116175		4684477	SH	SOLE	21		4684477	0	0
ELECTRONICS FOR IMAGING INC	COM	286082102	30380		1224980	SH	SOLE	22		1165182	0	59798
ELECTRONICS FOR IMAGING INC	COM	286082102	192		7731	SH	SOLE	26		4552	0	3179
ELECTRONICS FOR IMAGING INC	COM	286082102	140		5658	SH	SOLE	28		5658	0	0
ELECTRONICS FOR IMAGING INC	COM	286082102	33		1336	SH	SOLE	29		0	0	1336
ELECTRONICS FOR IMAGING INC	COM	286082102	2249		90679	SH	SOLE	30		90679	0	0
ELECTRONICS FOR IMAGING INC	COM	286082102	123		4961	SH	SOLE	40		4961	0	0
ELECTRONICS FOR IMAGING INC	NOTE 0.750% 9/0	286082AC6	706		725000	PRN	SOLE	21		725000	0	0
ELEVATE CREDIT INC	COM	28621V101	75		16642	SH	SOLE	2		578	0	16064
ELEVATE CREDIT INC	COM	28621V101	3		754	SH	SOLE	7		754	0	0
ELEVATE CREDIT INC	COM	28621V101	308		68809	SH	SOLE	18		68809	0	0
ELEVATE CREDIT INC	COM	28621V101	121		26944	SH	SOLE	19		26944	0	0
ELEVATE CREDIT INC	COM	28621V101	3122		696869	SH	SOLE	21		696869	0	0
ELEVATE CREDIT INC	COM	28621V101	1934		431622	SH	SOLE	22		416750	0	14872
ELLIE MAE INC	COM	28849P100	1735		27620	SH	SOLE	2		1210	0	26410
ELLIE MAE INC	COM	28849P100	8		130	SH	SOLE	4		130	0	0
ELLIE MAE INC	COM	28849P100	32		506	SH	SOLE	7		506	0	0
ELLIE MAE INC	COM	28849P100	7072		112558	SH	SOLE	18		112558	0	0
ELLIE MAE INC	COM	28849P100	3434		54654	SH	SOLE	19		54654	0	0
ELLIE MAE INC	COM	28849P100	78251		1245437	SH	SOLE	21		1245437	0	0
ELLIE MAE INC	COM	28849P100	60352		960562	SH	SOLE	22		916175	0	44387
ELLIE MAE INC	COM	28849P100	26		408	SH	SOLE	23		408	0	0
ELLIE MAE INC	COM	28849P100	656		10433	SH	SOLE	26		7911	0	2522
ELLIE MAE INC	COM	28849P100	266		4228	SH	SOLE	28		4228	0	0
ELLIE MAE INC	COM	28849P100	139		2218	SH	SOLE	29		0	0	2218
ELLIE MAE INC	COM	28849P100	2841		45218	SH	SOLE	30		45218	0	0
ELLIE MAE INC	COM	28849P100	246		3919	SH	SOLE	40		3919	0	0
ELLINGTON RESIDENTIAL MTG RE	COM SHS BEN INT	288578107	19		1870	SH	SOLE	18		1870	0	0
ELLINGTON RESIDENTIAL MTG RE	COM SHS BEN INT	288578107	2698		263689	SH	SOLE	21		263689	0	0
ELLINGTON RESIDENTIAL MTG RE	COM SHS BEN INT	288578107	416		40645	SH	SOLE	22		40645	0	0
ELMIRA SVGS BK ELMIRA N Y	COM	289660102	8		472	SH	SOLE	18		472	0	0
ELMIRA SVGS BK ELMIRA N Y	COM	289660102	12		668	SH	SOLE	21		668	0	0
ELOXX PHARMACEUTICALS INC	COM	29014R103	223		18548	SH	SOLE	2		785	0	17763
ELOXX PHARMACEUTICALS INC	COM	29014R103	6		461	SH	SOLE	7		461	0	0
ELOXX PHARMACEUTICALS INC	COM	29014R103	923		76827	SH	SOLE	18		76827	0	0
ELOXX PHARMACEUTICALS INC	COM	29014R103	389		32367	SH	SOLE	19		32367	0	0
ELOXX PHARMACEUTICALS INC	COM	29014R103	13675		1138614	SH	SOLE	21		1138614	0	0
ELOXX PHARMACEUTICALS INC	COM	29014R103	2710		225673	SH	SOLE	22		209732	0	15941
ELOXX PHARMACEUTICALS INC	COM	29014R103	12		981	SH	SOLE	30		981	0	0
EMAGIN CORP	COM NEW	29076N206	5		4932	SH	SOLE	18		4932	0	0
EMAGIN CORP	COM NEW	29076N206	85		82148	SH	SOLE	21		82148	0	0
EMBOTELLADORA ANDINA S A	SPON ADR B	29081P303	2426		106297	SH	SOLE	26		106297	0	0
EMBRAER S A	SP ADR REP 4 COM	29082A107	293		13257	SH	SOLE	18		13257	0	0
EMBRAER S A	SP ADR REP 4 COM	29082A107	10230		462250	SH	SOLE	21		462250	0	0
EMBRAER S A	SP ADR REP 4 COM	29082A107	186		8392	SH	SOLE	30		8392	0	0
EMC INS GROUP INC	COM	268664109	312		9809	SH	SOLE	2		293	0	9516
EMC INS GROUP INC	COM	268664109	1080		33906	SH	SOLE	18		33906	0	0
EMC INS GROUP INC	COM	268664109	473		14854	SH	SOLE	19		14854	0	0
EMC INS GROUP INC	COM	268664109	10740		337204	SH	SOLE	21		337204	0	0
EMC INS GROUP INC	COM	268664109	10236		321386	SH	SOLE	22		310011	0	11375
EMC INS GROUP INC	COM	268664109	48		1518	SH	SOLE	28		1518	0	0
EMC INS GROUP INC	COM	268664109	42		1321	SH	SOLE	30		1321	0	0
EMC INS GROUP INC	COM	268664109	29		899	SH	SOLE	40		899	0	0
EMCLAIRE FINL CORP	COM	290828102	11		364	SH	SOLE	18		364	0	0
EMCLAIRE FINL CORP	COM	290828102	6		214	SH	SOLE	21		214	0	0
EMCOR GROUP INC	COM	29084Q100	4706		78834	SH	SOLE	2		30680	0	48154
EMCOR GROUP INC	COM	29084Q100	14		231	SH	SOLE	4		231	0	0
EMCOR GROUP INC	COM	29084Q100	1144		19170	SH	SOLE	7		19170	0	0
EMCOR GROUP INC	COM	29084Q100	19491		326530	SH	SOLE	18		326530	0	0
EMCOR GROUP INC	COM	29084Q100	8402		140763	SH	SOLE	19		140763	0	0
EMCOR GROUP INC	COM	29084Q100	239031		4004543	SH	SOLE	21		4004543	0	0
EMCOR GROUP INC	COM	29084Q100	131271		2199214	SH	SOLE	22		2078942	0	120272
EMCOR GROUP INC	COM	29084Q100	696		11654	SH	SOLE	23		11654	0	0
EMCOR GROUP INC	COM	29084Q100	1643		27530	SH	SOLE	26		13006	0	14524
EMCOR GROUP INC	COM	29084Q100	448		7500	SH	SOLE	28		7500	0	0
EMCOR GROUP INC	COM	29084Q100	684		11454	SH	SOLE	29		0	0	11454
EMCOR GROUP INC	COM	29084Q100	853		14288	SH	SOLE	30		14288	0	0
EMCOR GROUP INC	COM	29084Q100	88		1476	SH	SOLE	36		1476	0	0
EMCOR GROUP INC	COM	29084Q100	298		4990	SH	SOLE	40		4990	0	0
EMCORE CORP	COM NEW	290846203	22		5260	SH	SOLE	18		5260	0	0
EMCORE CORP	COM NEW	290846203	317		75374	SH	SOLE	21		75374	0	0
EMCORE CORP	COM NEW	290846203	829		197367	SH	SOLE	22		197367	0	0
EMERALD EXPOSITIONS EVENTS I	COM	29103B100	411		33296	SH	SOLE	2		8953	0	24343
EMERALD EXPOSITIONS EVENTS I	COM	29103B100	6		492	SH	SOLE	7		492	0	0
EMERALD EXPOSITIONS EVENTS I	COM	29103B100	998		80890	SH	SOLE	18		80890	0	0
EMERALD EXPOSITIONS EVENTS I	COM	29103B100	1218		98740	SH	SOLE	19		98740	0	0
EMERALD EXPOSITIONS EVENTS I	COM	29103B100	10173		824368	SH	SOLE	21		824368	0	0
EMERALD EXPOSITIONS EVENTS I	COM	29103B100	10394		842290	SH	SOLE	22		812890	0	29400
EMERALD EXPOSITIONS EVENTS I	COM	29103B100	225		18247	SH	SOLE	23		18247	0	0
EMERALD EXPOSITIONS EVENTS I	COM	29103B100	520		42101	SH	SOLE	26		0	0	42101
EMERALD EXPOSITIONS EVENTS I	COM	29103B100	57		4617	SH	SOLE	29		0	0	4617
EMERALD EXPOSITIONS EVENTS I	COM	29103B100	71		5724	SH	SOLE	30		5724	0	0
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	2158		36404	SH	SOLE	2		1988	0	34416
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	12		200	SH	SOLE	4		200	0	0
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	47		800	SH	SOLE	7		800	0	0
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	13514		227974	SH	SOLE	18		227974	0	0
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	5266		88836	SH	SOLE	19		88836	0	0
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	281305		4745366	SH	SOLE	21		4745366	0	0
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	79772		1345681	SH	SOLE	22		1262942	0	82739
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	72		1222	SH	SOLE	23		1222	0	0
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	538		9077	SH	SOLE	26		4671	0	4406
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	360		6071	SH	SOLE	28		6071	0	0
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	304		5125	SH	SOLE	29		0	0	5125
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	5240		88395	SH	SOLE	30		88395	0	0
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	104		1748	SH	SOLE	34		1748	0	0
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	198		3338	SH	SOLE	40		3338	0	0
EMERSON ELEC CO	COM	291011104	93744		1568939	SH	SOLE	2		149883	0	1419056
EMERSON ELEC CO	COM	291011104	12541		209899	SH	SOLE	4		193274	0	16625
EMERSON ELEC CO	COM	291011104	42138		705234	SH	SOLE	7		571793	0	133441
EMERSON ELEC CO	COM	291011104	1146		19184	SH	SOLE	13		19184	0	0
EMERSON ELEC CO	COM	291011104	327		5470	SH	SOLE	15		5470	0	0
EMERSON ELEC CO	COM	291011104	117509		1966678	SH	SOLE	18		1768115	0	198563
EMERSON ELEC CO	COM	291011104	13885		232383	SH	SOLE	19		232383	0	0
EMERSON ELEC CO	COM	291011104	6361		106453	SH	SOLE	20		106453	0	0
EMERSON ELEC CO	COM	291011104	867645		14521255	SH	SOLE	21		14521255	0	0
EMERSON ELEC CO	COM	291011104	927900		15529708	SH	SOLE	22		13811126	0	1718582
EMERSON ELEC CO	COM	291011104	26528		443976	SH	SOLE	23		443976	0	0
EMERSON ELEC CO	COM	291011104	36455		610119	SH	SOLE	25		574637	0	35482
EMERSON ELEC CO	COM	291011104	138224		2313371	SH	SOLE	26		637523	0	1675848
EMERSON ELEC CO	COM	291011104	7234		121078	SH	SOLE	28		88003	0	33075
EMERSON ELEC CO	COM	291011104	1369		22916	SH	SOLE	29		22916	0	0
EMERSON ELEC CO	COM	291011104	143500		2401676	SH	SOLE	30		2401676	0	0
EMERSON ELEC CO	COM	291011104	18327		306736	SH	SOLE	31		133466	0	173270
EMERSON ELEC CO	COM	291011104	2384		39905	SH	SOLE	32		39905	0	0
EMERSON ELEC CO	COM	291011104	22697		379869	SH	SOLE	34		379869	0	0
EMERSON ELEC CO	COM	291011104	33321		557678	SH	SOLE	36		557678	0	0
EMERSON ELEC CO	COM	291011104	858		14356	SH	SOLE	40		14356	0	0
EMERSON RADIO CORP	COM NEW	291087203	2		1659	SH	SOLE	18		1659	0	0
EMERSON RADIO CORP	COM NEW	291087203	81		56066	SH	SOLE	21		56066	0	0
EMMIS COMMUNICATIONS CORP	COM NEW CL A	291525400	7		2072	SH	SOLE	18		2072	0	0
EMMIS COMMUNICATIONS CORP	COM NEW CL A	291525400	23		7210	SH	SOLE	19		7210	0	0
EMMIS COMMUNICATIONS CORP	COM NEW CL A	291525400	108		33727	SH	SOLE	21		33727	0	0
EMMIS COMMUNICATIONS CORP	COM NEW CL A	291525400	1003		314364	SH	SOLE	22		314364	0	0
EMPIRE RESORTS INC	COM PAR $0 01	292052305	29		2883	SH	SOLE	2		24	0	2859
EMPIRE RESORTS INC	COM PAR $0 01	292052305	133		13123	SH	SOLE	18		13123	0	0
EMPIRE RESORTS INC	COM PAR $0 01	292052305	107		10524	SH	SOLE	19		10524	0	0
EMPIRE RESORTS INC	COM PAR $0 01	292052305	1277		126063	SH	SOLE	21		126063	0	0
EMPIRE RESORTS INC	COM PAR $0 01	292052305	1390		137172	SH	SOLE	22		135611	0	1561
EMPIRE ST RLTY TR INC	CL A	292104106	3884		272928	SH	SOLE	2		13420	0	259508
EMPIRE ST RLTY TR INC	CL A	292104106	1407		98851	SH	SOLE	4		98851	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	3254		228706	SH	SOLE	7		228706	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	75		5243	SH	SOLE	15		5243	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	972		68334	SH	SOLE	18		68334	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	3882		272835	SH	SOLE	19		272835	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	27975		1965933	SH	SOLE	21		1965933	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	73089		5136291	SH	SOLE	22		4857718	0	278573
EMPIRE ST RLTY TR INC	CL A	292104106	67		4715	SH	SOLE	23		4715	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	4142		291047	SH	SOLE	25		291047	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	1279		89853	SH	SOLE	26		31898	0	57955
EMPIRE ST RLTY TR INC	CL A	292104106	265		18652	SH	SOLE	28		18652	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	722		50756	SH	SOLE	29		50756	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	9683		680495	SH	SOLE	30		680495	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	39		2764	SH	SOLE	31		2764	0	0
EMPIRE ST RLTY TR INC	CL A	292104106	219		15371	SH	SOLE	40		15371	0	0
EMPLOYERS HOLDINGS INC	COM	292218104	1762		41986	SH	SOLE	2		10910	0	31076
EMPLOYERS HOLDINGS INC	COM	292218104	11		272	SH	SOLE	4		272	0	0
EMPLOYERS HOLDINGS INC	COM	292218104	30		722	SH	SOLE	7		722	0	0
EMPLOYERS HOLDINGS INC	COM	292218104	5938		141487	SH	SOLE	18		141487	0	0
EMPLOYERS HOLDINGS INC	COM	292218104	3053		72738	SH	SOLE	19		72738	0	0
EMPLOYERS HOLDINGS INC	COM	292218104	140897		3357077	SH	SOLE	21		3357077	0	0
EMPLOYERS HOLDINGS INC	COM	292218104	40576		966775	SH	SOLE	22		924142	0	42633
EMPLOYERS HOLDINGS INC	COM	292218104	944		22492	SH	SOLE	23		22492	0	0
EMPLOYERS HOLDINGS INC	COM	292218104	4426		105445	SH	SOLE	26		0	0	105445
EMPLOYERS HOLDINGS INC	COM	292218104	188		4487	SH	SOLE	28		4487	0	0
EMPLOYERS HOLDINGS INC	COM	292218104	447		10653	SH	SOLE	29		0	0	10653
EMPLOYERS HOLDINGS INC	COM	292218104	2279		54310	SH	SOLE	30		54310	0	0
EMPLOYERS HOLDINGS INC	COM	292218104	51		1219	SH	SOLE	34		1219	0	0
EMPLOYERS HOLDINGS INC	COM	292218104	145		3459	SH	SOLE	40		3459	0	0
EMPRESA DIST Y COMERCIAL NOR	SPON ADR	29244A102	2310		85369	SH	SOLE	21		85369	0	0
EMPRESA DIST Y COMERCIAL NOR	SPON ADR	29244A102	1195		44148	SH	SOLE	22		44148	0	0
ENANTA PHARMACEUTICALS INC	COM	29251M106	1023		14444	SH	SOLE	2		1560	0	12884
ENANTA PHARMACEUTICALS INC	COM	29251M106	8		107	SH	SOLE	4		107	0	0
ENANTA PHARMACEUTICALS INC	COM	29251M106	25		357	SH	SOLE	7		357	0	0
ENANTA PHARMACEUTICALS INC	COM	29251M106	5837		82408	SH	SOLE	18		82408	0	0
ENANTA PHARMACEUTICALS INC	COM	29251M106	2938		41484	SH	SOLE	19		41484	0	0
ENANTA PHARMACEUTICALS INC	COM	29251M106	134817		1903391	SH	SOLE	21		1903391	0	0
ENANTA PHARMACEUTICALS INC	COM	29251M106	33136		467828	SH	SOLE	22		448779	0	19049
ENANTA PHARMACEUTICALS INC	COM	29251M106	858		12117	SH	SOLE	23		12117	0	0
ENANTA PHARMACEUTICALS INC	COM	29251M106	975		13771	SH	SOLE	26		3388	0	10383
ENANTA PHARMACEUTICALS INC	COM	29251M106	140		1981	SH	SOLE	28		1981	0	0
ENANTA PHARMACEUTICALS INC	COM	29251M106	148		2085	SH	SOLE	29		0	0	2085
ENANTA PHARMACEUTICALS INC	COM	29251M106	2272		32083	SH	SOLE	30		32083	0	0
ENANTA PHARMACEUTICALS INC	COM	29251M106	21		298	SH	SOLE	34		298	0	0
ENANTA PHARMACEUTICALS INC	COM	29251M106	80		1134	SH	SOLE	40		1134	0	0
ENBRIDGE INC	COM	29250N105	6		207	SH	SOLE	4		207	0	0
ENBRIDGE INC	COM	29250N105	1299		41804	SH	SOLE	7		41804	0	0
ENBRIDGE INC	COM	29250N105	0		1	SH	SOLE	17		0	0	1
ENBRIDGE INC	COM	29250N105	1791		57626	SH	SOLE	18		57626	0	0
ENBRIDGE INC	COM	29250N105	7774		250140	SH	SOLE	19		250140	0	0
ENBRIDGE INC	COM	29250N105	34632		1114275	SH	SOLE	21		1114275	0	0
ENBRIDGE INC	COM	29250N105	65		2101	SH	SOLE	22		1223	0	878
ENBRIDGE INC	COM	29250N105	6380		205282	SH	SOLE	26		159827	0	45455
ENBRIDGE INC	COM	29250N105	284		9124	SH	SOLE	28		9124	0	0
ENBRIDGE INC	COM	29250N105	1426		45877	SH	SOLE	31		0	0	45877
ENBRIDGE INC	COM	29250N105	2251		72412	SH	SOLE	36		72412	0	0
ENBRIDGE INC	COM	29250N105	210		6744	SH	SOLE	40		6744	0	0
ENCANA CORP	COM	292505104	230		39717	SH	SOLE	2		39717	0	0
ENCANA CORP	COM	292505104	591		102267	SH	SOLE	4		102267	0	0
ENCANA CORP	COM	292505104	6056		1047732	SH	SOLE	18		1047732	0	0
ENCANA CORP	COM	292505104	38318		6629480	SH	SOLE	19		6629480	0	0
ENCANA CORP	COM	292505104	3037		525414	SH	SOLE	21		525414	0	0
ENCANA CORP	COM	292505104	29557		5113693	SH	SOLE	22		5113693	0	0
ENCANA CORP	COM	292505104	16374		2832829	SH	SOLE	34		2832829	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	14185		229905	SH	SOLE	2		53059	0	176846
ENCOMPASS HEALTH CORP	COM	29261A100	44		717	SH	SOLE	4		717	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	163		2640	SH	SOLE	7		2640	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	18204		295035	SH	SOLE	18		295035	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	1492		24182	SH	SOLE	19		24182	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	326777		5296220	SH	SOLE	21		5296220	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	208172		3373946	SH	SOLE	22		3183021	0	190925
ENCOMPASS HEALTH CORP	COM	29261A100	2033		32954	SH	SOLE	26		20828	0	12126
ENCOMPASS HEALTH CORP	COM	29261A100	794		12873	SH	SOLE	28		12873	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	208		3368	SH	SOLE	29		0	0	3368
ENCOMPASS HEALTH CORP	COM	29261A100	2610		42296	SH	SOLE	30		42296	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	139		2249	SH	SOLE	31		2023	0	226
ENCOMPASS HEALTH CORP	COM	29261A100	1598		25901	SH	SOLE	34		25901	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	111		1795	SH	SOLE	36		1795	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	583		9454	SH	SOLE	40		9454	0	0
ENCORE CAP GROUP INC	COM	292554102	620		26393	SH	SOLE	2		977	0	25416
ENCORE CAP GROUP INC	COM	292554102	4		182	SH	SOLE	4		182	0	0
ENCORE CAP GROUP INC	COM	292554102	13		555	SH	SOLE	7		555	0	0
ENCORE CAP GROUP INC	COM	292554102	3197		136027	SH	SOLE	18		136027	0	0
ENCORE CAP GROUP INC	COM	292554102	913		38856	SH	SOLE	19		38856	0	0
ENCORE CAP GROUP INC	COM	292554102	64928		2762893	SH	SOLE	21		2762893	0	0
ENCORE CAP GROUP INC	COM	292554102	18566		790033	SH	SOLE	22		755396	0	34637
ENCORE CAP GROUP INC	COM	292554102	159		6746	SH	SOLE	26		0	0	6746
ENCORE CAP GROUP INC	COM	292554102	81		3449	SH	SOLE	28		3449	0	0
ENCORE CAP GROUP INC	COM	292554102	1209		51447	SH	SOLE	30		51447	0	0
ENCORE CAP GROUP INC	COM	292554102	67		2857	SH	SOLE	40		2857	0	0
ENCORE WIRE CORP	COM	292562105	1303		25969	SH	SOLE	2		5500	0	20469
ENCORE WIRE CORP	COM	292562105	6		110	SH	SOLE	4		110	0	0
ENCORE WIRE CORP	COM	292562105	4		85	SH	SOLE	7		85	0	0
ENCORE WIRE CORP	COM	292562105	5311		105843	SH	SOLE	18		105843	0	0
ENCORE WIRE CORP	COM	292562105	2833		56452	SH	SOLE	19		56452	0	0
ENCORE WIRE CORP	COM	292562105	111453		2221055	SH	SOLE	21		2221055	0	0
ENCORE WIRE CORP	COM	292562105	32632		650297	SH	SOLE	22		620184	0	30113
ENCORE WIRE CORP	COM	292562105	666		13275	SH	SOLE	23		13275	0	0
ENCORE WIRE CORP	COM	292562105	1284		25587	SH	SOLE	26		4871	0	20716
ENCORE WIRE CORP	COM	292562105	141		2807	SH	SOLE	28		2807	0	0
ENCORE WIRE CORP	COM	292562105	231		4612	SH	SOLE	29		0	0	4612
